the_geom,temperature_low,observed,location_details,county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,cartodb_id,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed,fullname
0101000020E6100000D044D8F0F49A5EC066A032FE7D864740,45.28,"OK, last night I went home from Walmart in Spanaway Washington, and I turned left onto 8th Ave E, which goes from Spanaway highway 7 which is Pacific Avenue also. This street turns into a two lane country road that makes one of the borders of Joint base Lewis-McChord. It is a long dark two lane country road that bisects a huge prairie with lots of old growth woodlands bordering it. I drove home the back way again tonight hoping to pinpoint the exact location for you, but there are no mile markers nearby where I seen what I saw. The best I can do, is it is Approximately 4-5 miles out from town, the road is largely flat and straight, but there are a few rises as you drive. The place I was at was about 3-400 ft from the second place where there is a rise in the road. I know this because I could see the creature with a hill in the background and some trees, and when we drove up through there tonight there was no place else that fit those two things. First off, it was very dark, and oddly devoid of cars, as there is usually someone flashing their lights at me as my car has a headlight out and I have been driving with my brights on until payday to get it fixed. I think if I had not had my brights on, I would never have seen this creature. At any rate, suddenly I seen the Patterson Film in real life, about 400 ft down the road ahead of me. The creature I saw fit the same color scheme of Harry and the Hendersons, but in behavior it was nearly identical to the Patterson film. It strided across the road in 3-4 strides, and in as many was way off to the right again when it stopped mid-stride and looked back at me exactly like the patterson film, but this thing looked huge, even from the distance I saw it. When you see something that does not fit into the ordinary part of what you perceive as your reality, your brain tries to pidgeon-hole the data into one file after another, click click click click and suddenly you come up with ""Does not compute"" At first I thought was a smudge on my windshield, but it was moving right along. Just like the patterson film. So I went to work, and several people live near me and I decided to tell somebody. One guy had a girlfriend who seen him within a mile of my house within a month ago, and then a week ago his father came home at midnight telling him he had seen one in the same area in the headlight of his Harley where a small creek runs under the road and the creature appeared to be crossing the road where the small bridge was. It's weird how this effects you. I could really see how someone could keep this to themselves for their entire lives. However, when I shared this story, I got ""Oh yeah, this happened and that happened,"" To ""My Cousin, My Brother, My Dad, and even a couple of personal stories from people who grew up here. I was always willing to give it an open mind, but the lack of physical evidence sort of left me wondering, if I had to be honest. Now I know we share our woods with one big sumbitch, and you better be paying attention when you are cookin up that bacon at 8 pm in the woods around here cuz I don't think he got that big eatin dandelion greens. :) My impression, one HUGE Chewbacca/Harry and the Hendersons kinda guy, at least 2.5-3 ft thick thru the chest from back to front and if I had to estimate would be tall even for a Sasquatch at 9-12 ft like I said it was a quite a ways up the road, but I had time to see it, evaluate, and question it and look again, and then again after that as it looked to the right at me coming down the road, so it was a pretty firm sighting even if I am still questioning myself the next day. Like I said your brain tries to rationalize anything that ""Does not Compute"" but I was not under the influence of anything. Still puzzling and marvelling over it all. My urge to get in a last minute camping trip just evaporated like a puff of smoke lol! that's my experience and I sure never expected to be posting this :) ",listed above,Pierce County,Washington,Report 36467: Man driving home through Joint Base Lewis-McChord sees an animal walk across the road south of Spanaway,47.05072,-122.4212,2012-09-12,36467,Class A,c22gwjrd73,70.27,57.775,2295,42.44,0.6,0.01,0.88,0,0,,1026,Clear throughout the day.,5,9.93,11,6.42,Ft Lewis
0101000020E6100000BA2C26361FC753C01B9E5E29CB904140,63.28,"On August 9, 1989, I was in the army and on a training exercise with 4 other soldiers at Ft. Bragg, NC. Before sunrise that morning a C-130H crashed on an earthen landing strip about 1/4 mile from my location. 
Approximately 1hr after sunrise, I walked about 100ft away from the others to relieve myself. I stopped in a small clearing that was mostly shallow sand with small patches of grass scattered around and surrounded by pine trees. As looked down at the ground I noticed a set of very large, human looking footprints(barefoot, 5 toes on each foot, heel and arch). I wear a size 9 1/2 boot and the prints were twice as long as mine and maybe 2"" wider.

I looked more closely at the footprints and noticed a smaller set(the size of a 3-4yr old human) to the side of the larger ones. I followed the prints from one side of the clearing to the other and they dissapeared into the pine trees on both sides.

We were moving out as soon as I returned so we were short on time and I was of course ridiculed when I asked the others to go take a look.",Secured military base,Cumberland County,North Carolina,"Report 18680: Soldier on maneuvers finds large, human-like footprints at Fort Bragg",35.1312,-79.11128,1989-08-09,18680,Class B,dnpxzg2yjd,73.34,68.31,276,59.38,0.72,0.9,0.25,0.0008,1,rain,1019.99,Rain overnight.,6,6.45,49,4.52,Ft Bragg
0101000020E6100000CEAACFD5569C5EC068226C787A894740,43.85,"We were going fishing, on May 29, 2016. We turned right at the Roy Y Going south. It was 5:15am. We were going south. We observed and exclaimed, ""that looks like an ape sitting on the side of the road. The animal was about three feet high in a sitting, crouched position. We were going south from left to right. We saw its left arm shoulder to elbow, left leg hip to knee, lower leg obscured. The head was larger with a sagital crest. Lantern shaped jaw that protruded slightly forward. The nose looked wide. And it had a protruding eyebrow like a Neanderthal. Its ears were covered in black hair tight to the head. No visible neck. Still going left to right, we can clearly see, shiny black hair. The animal leaned forward head going low, could see top of both black haired ears. Our distance at this point is between 22 to 25 feet. The animal extends its right arm from the shoulder parallel to the ground and drops some trash from its hands. The arm had black hair all the way to the knuckles. The arm was to long to be human. When it dropped the trash, a thumb and four fingers were clearly visible.The animal moved its right arm back in front of its torso, ninety degrees of angle. Not a bear. It did this action twice. Still going left to right, the right arm from shoulder to elbow is visible, below the right arm, between right arm and right leg, right leg visible from top of buttocks to hip to knee, partially covered by green plastic garbage bag. We estimate its overall height to be between five foot six inches to six feet tall. We said moma-squatch would not leave baby that close to the road. As we lost sight of it we knew it was a juvenile Bigfoot.","Right alongside joint base lewis,McCord boundry sign.",Pierce County,Washington,Report 51994: Man and girlfriend have sighting on Joint Base Lewis-McChord road near Spanaway,47.07405,-122.4428,2016-05-29,51994,Class A,c22gv9xf5y,63.93,53.89,2304,49.45,0.76,0.23,0.76,0.0007,0.53,rain,1020.37,Partly cloudy in the morning.,9,9.79,250,1.44,Ft Lewis
0101000020E6100000D5E76A2BF6AB5EC0132C0E677E794740,57.31,"Three large individuals, two very large and the other about two-thirds their size. When we first saw the individuals they were on the far side of the open meadow. I remember that there was a bright moon out because we could see features such as trees, and objects well enough to run without tripping. In fact we could see through some of the pines. That is where we saw the individuals. At first we thought they were the capture team looking for us. They were back in the tree line when we first saw them. There was a road not far behind them and we could see what we thought were soldiers moving very slowly (not forward or back at first). When they breached the tree line, Mickles decided that we had enough space between us and them to escape if they were part of the capture team. He thought it might be some like ourselves who escaped early and got out of the boundary area. Mickles got up and started walking towards them and I followed. They were just silhouettes, but as we got closer Mickles waved at them, then they started moving towards us faster; not really running, just faster. Mickles called to them and they came faster without answering. I have never heard of bears walking upright, and for sure not that fast but I didn't know that much about bears. I did know that something wasn't right and I was really scared. I really didn't think they were bears or people;  I don't know why.  I just know I have never been that terrified and so was Mickles. We ran as fast as we could without looking back, but felt they were gaining on us. I told Mickles to follow me and dove under and crawled up under a large low pine tree. We just lay there. We could feel their presence but didn't dare move. That is when we smelled this weird odor. I am sorry I can't describe it to you. It was strong is all I can say. We stayed there for probably fifteen minutes and then I said let's head for the road and we did. By that time the maneuver was over and we saw a bus pull up by the compound. We ran as fast as we could and caught the bus. We never looked back, except in memory. I have hunted all over the U.S. from Colorado, to Illinois, to Texas. What we saw the silhouettes of and smelled was not humans, or any bear.","Ft. Lewis, escape and evasion training area.",Thurston County,Washington,"Report 1596: Two men witness three large individuals, two very large and the other about two-thirds their size",46.94917,-122.6869,1967-08-16,1596,Class A,c22g04y4sp,93.9,75.605,2411,53.03,0.51,0.14,0.39,0,0,,1013.58,Partly cloudy starting in the evening.,7,7.82,287,1.67,Ft Lewis
0101000020E61000008048BF7D1DAC5EC0865AD3BCE3784740,52.25,"I am feeling very weary of doing this since I do not see them as a threat but I have had expierences with them a few times. Once when I was nine, I was going to the orchard a mile or two away and decided to go through the woods to get there. My mother told me to keep the barbed wire fence on my right and it'll take me to the orchard. Well I didn't see a fence and went left. I walked for roughly about an hour and had a strange sensation of being watched for a while. I was watching the ground and kicking a small pebble down the trail, when I heard a snap of small branch. I looked up and the small underbrush of ferns and tall grass was moving so I went to go look at the spot thinking I spooked a deer or something. I couldn't see anything, but noticed that the moving underbrush was right next to a yellow caution tape piece in the tree. I thought nothing of it and continued up the trail. I came to a dirt hill and climbed to the top to see where I was when I fell and rolled to the bottom, twisting my ankle. I was angry that I couldn't get up yet so sat and poutted for a while, then slowly climbed back up the hill after testing my ankle. I was walking or rather crawling up over the hill to go back the way I came when I heard the brush again and felt very... not exactly scared but closer to frozen. I didn't want to see what was in the bushes and kept flashing back a few days prior to my dog getting split open by a bear. I counted to twenty before I opened my eyes and looked and there was nothing. I figured I was just being silly and to make it home as soon as possible because it was starting to get dark. I walked back slowly to the caution tape to see what I could and didn't want to see and there in the dirt was a foot print. Considering I was nine and pretty small for my age I was scared and confused. I was learning to the tracks of animals in the area and had never seen one like this. I thought it looked funny because the pinky tow was stuck out at a funny place and it was almost twice my size. I do not remember the exact time or date but I know it was early afternoon when I left home and almost dark when I got back home. But then again I also lived in and around nothing but fir trees and very liitle traffic. I did try to tell my mom when I got home what I found and that I thought it followed me to protect me, beacause I kept hearing the bushes move like there was something walking with me out of eyesight. At first it scared me and I tried so hard to ignore it but after awhile the feeling kind of toned down and I started to feel safer and not so worried about meeting the dog killing bear. It followed me right up till the time I crossed the fence to my property. When I finally started to tell my mom after many screaming panic attacks beacuse I had been gone so long and scared her so bad, she told me she didn't want to hear about my wild imagination when I was obviously so scared. But to this day I still had flash backs and feel good at that fact that I believe many years later that I was being watched and protected in a way by a sasquatch. And I am happy that they are out there.","At this time there were many trails and animals and since then has been mowed over and paved with houses, I do not remember exactly where it would be but I can take a video camera and see what it is like now. If that would help. My uncle now lives there and is a stickler about people. Not very friendly sometimes.",Thurston County,Washington,Report 20435: Woman recalls childhood incident -- possible stalking near Yelm,46.94445,-122.6893,1987-07-15,20435,Class B,c22g01urhp,71.59,61.92,2417,43.55,0.54,0.21,0.67,0,0,,1016.84,Partly cloudy starting in the evening.,8,9.58,234,5.18,Ft Lewis
0101000020E61000005C8FC2F528AC5EC001DE02098A7B4740,47.2,"I am prompted to submit this story after reading several months ago on this website about the incident that took place in August, 1967 in the same area.  It has taken me a couple of months to decide to submit this report, but am now convinced that it may be helpful to you: I was an Infantry Lieutenant with the US Army in April, 1979 participating in a escape and evasion (E&E) course.  Our class was dropped off at the southern end of Weir Prairie in the South Rainier Training area late that afternoon.  The purpose was for us to break up into small teams and E&E north to the Nisqually Bridge.  We were given 24 hours to accomplish this and had to evade search teams on jeeps that were sent out to pursue and capture us. A relatively large group (about 10 men) chose to follow myself and my Platoon sergeant (name unknown) and we proceeded north along dirt roads as far as the intersection of roads 1 km northeast of Flander Lake.  There, we started to encounter jeeps patrolling the roads. We decided to leave the road 1 km north of this intersection and walk due west cross country to another dirt road that ran north-south.  About an hour and a half into our walk we began to worry that maybe we were lost. There was much dead fall and dense brush that slowed us down. My platoon sergeant walked ahead to scout out the area while we rested.  When he did not return a half hour later I went forward to find him. I'd walked about 100 meters when I heard noises  to my right front that sounded like heavy foot steps.  Thinking that our pursuers would not be off the road after us, I called out my sergeant's name.  A large, dark and hulking figure loomed up at the other end of a clearing about 50 feet in front of me and ran to my front for about 20 feet.  I only saw it for a moment before it disappeared into the woods.  I turned to go back to my patrol when my platoon sergeant appeared.  He asked me if that was me running around out there crashing in the bushes.  I told him ""no"", that maybe he saw and heard what I saw. We compared notes briefly and decided it was not a deer, a bear or another human.  From his angle, he only saw a dark form running away from him into the woods. We decided to say nothing to the others and proceeded on since whatever it was, it probably wanted nothing to do with us. We reached the other north-south road about 45 minutes later and continued to our destination without incident.  Later, at the end of course, I checked with the other E&E teams to compare routes and where they were at that time and found that the nearest team was well over two kms away. Over a year later, just before my platoon sergeant was ready to transfer to Germany, we talked about the incident.  Both of us were hunters and outdoorsmen.  Whatever it was, we were both convinced that it was a not a deer, a bear or another animal and the way it moved through the woods, not possibly another person.  Whoever it was definitely wanted to get away from us. I have trained in the same area off and on for quite a few years after and never saw or heard of anything similar until I read the August, 1967 report.  I have heard since that there are bear in the area, but I doubt that is what we saw that nite.","The incident took place at Fort Lewis, Washington in the Rainier Training.  The location is a wooded area between two unpaved roads in grid square 2401 about 2 kms north of Flander Lake.",Thurston County,Washington,"Report 3281: At night, soldier in training has sighting at Ft. Lewis",46.96515,-122.69,2004-10-10,3281,Class A,c22g0jezgf,62.82,55.01,2419,49.14,0.83,0.55,0.88,0.0002,0.11,rain,1024.65,Partly cloudy throughout the day.,2,8.58,197,3.45,Ft Lewis
0101000020E61000008A1F63EE5AA25EC0BFB7E9CF7E8C4740,41.85,"I was driving down a gravel road late at night and this big black thing ran across the road. I instantly got chills especially because it looked at me while darting across the road it had a face I will never forget. It did not run on two legs, however more like on feet and hands, not knees and hands feet and hands. Behind my house I always hear what sounds like hammering and screaming late at night in the woods.",,King County,Washington,Report 37730: Teen views ape-like animal crossing road quadrupedally at night in Enumclaw,47.09762,-122.5368,2008-01-02,37730,Class A,c22ggtg7t8,46.6,44.225,2591,39.16,0.91,0.89,0.82,0.0137,1,rain,1011.82,Light rain in the morning.,1,8.91,164,3.95,Ft Lewis
0101000020E61000008C4F01309ECD53C05E11FC6F25974140,55.43,"I was hunting the training areas in Ft. Bragg, NC. in 1995 and had planned to hunt a new area. I saw a valley on the map and plotted where I thought would be a good spot to set up a tree stand. I when in the woods about 0445 and got to the spot on the map and set up my equipment and climbed up about 24ft. All was quiet, and the sunrise began and the rays of the sun traveled across the forrest floor. I followed it with my eyes and as the sun reached in front of my tree stand a small, 3 ft., black, furry creature reared up from a sleeping position and ran away from the sun. The hairs on the back of my neck stood up!!! I don't know what it was. I have been hunting since I was 15 and have seen plenty of wild life in my time. I had a 30-06 semi-auto rifle and I was frozen stiff. Needless to say, I got the hell out of there and never went back. After all of these years, I now believe it was a ""child"" bigfoot.",Secured military installation.,Hoke County,North Carolina,Report 30735: Hunter in tree stand recalls startling early morning observation near Ft. Bragg,35.18083,-79.21278,1995-10-14,30735,Class A,dnr8jkrp0q,82.1,68.765,269,69.37,0.85,0.86,0.69,0.0296,1,rain,1011.48,Mostly cloudy throughout the day.,3,6.87,194,5.87,Ft Bragg
0101000020E61000007B14AE47E15A5EC00AD7A3703D8A4340,52.81,"In 1959 a friend and I went deer hunting in the hills above Marysville, California. At the time Beale Air Force Base was closed so we went on the base in the mountains. We camped out in the old barracks area that first night. My friend had his two retiever dogs with him. It was dark and we were in our bed rolls. We heard a very loud yelling - almost a scream - coming from the woods about a hundred yards away. The dogs went crazy and headed towards the wooded area. My friend and I grabbed our rifles and followed them. I have never heard a sound like that before. Just as we got a short distance away from the woods, we seen something that the dogs were running around. It was on two feet. It grabbed one dog, threw it some distance and swung on the other dog. I had it in the flashlight beam but couldn't see it too well. It turned towards us and my friend said that it had a face like that of an ape. It bounded into the trees and the dogs were called off by him. We did not stay there that night. About 6 years ago they had a program on TV that had recorded the noise believed to be Bigfoot. It was the same sound completely that we heard. At the time of this, I was stationed at Travis Air Force Base in Fairfield, California. A year later I was stationed there at Beale.","Beale is an active Air Force Base now and has changed a lot. The area we were in was about three miles North East of the main part of the base. There were barracks there when the army had it for training. It was called Camp Beale and had some 80,000 acres. The army abandoned the camp many years before this took place. The Air Force reopened it in 1960. Go towards the mountains on base untill you see the thick forest area. I don't know if the barracks are still there or not. Likely not.",Yuba County,California,Report 7211: Hunters Have Unusual Night Time Encounter,39.08,-121.42,1959-10-01,7211,Class B,9qcwm429sb,80.52,66.665,3397,34.9,0.32,0.03,0.97,0,0,,1006.04,Clear throughout the day.,5,10,353,9.84,Beale AFB
0101000020E6100000AEF02E17F11157C0C2FA3F87F96A3F40,26.97,"My brother-in-law and I decided to go hunting on the last weekend of hunting season. We went to our camping spot that we have gone to for over 20 years and set up camp. This was on Friday night. The next day was uneventful and we were both tired so we went to sleep about 8 PM. Sometime later in the evening, I awoke to very loud screaming and some sort of yelling that I have never heard before in all my years of being in the wilderness. The screaming lasted about 20 to 30 seconds, stopped for about 20 seconds, then started again. This happened 3 times. I finally got my brother-in-law to wake up and he heard about 4 or 5 seconds of the third time. We were both very tired and he fell back asleep in seconds. It was really quiet. You could not hear anything. I could not go back to sleep after that. I laid in my sleeping bag inside the tent for about 30 to 40 minutes with dead silence in the forest. When I was just starting to doze off again, I heard footsteps entering our camp. I heard the footsteps, which were not of a 4 legged animal, walk past my side of the tent. It walked around the entire tent and I saw a shadow on the end of the tent about 5 feet high. With the moon being up in the sky, whatever cast the shadow had to have been taller than 5 feet. It circled the tent and walked by my side again. It stopped at the other end of the tent and scratched the material like it was trying to figure out what the material was. It walked away from the tent after that and went across the gravel road. I could hear the gravel under its feet. After it crossed the road, it went into the woods. After a minute or so, I heard the sound of 2 sticks hitting together about 15 to 20 times. Nothing else happened for the rest of the night. The next morning, we got up and I told my brother-in-law what else had happened during the night. We looked for tracks around the tent, but the ground was covered with a thick layer of leaves and pine needles. We looked on the road , but the road bed is red clay based and very hard. We packed our gear and headed for home. As we drove home, my brother-in-law said it sounded like 2 voices screaming to him, which I had thought about and not mentioned to him, so I know he was awake enough to realize just what he was hearing.",Kisatchie National Forest on Forest Road #169,Grant Parish,Louisiana,Report 28954: Possible encounter by hunters camping in the Kisatchie National Forest,31.41787,-92.28034,2010-02-15,28954,Class B,9vw6sp7w25,49.13,38.05,3361,22.08,0.53,0.08,0.05,0.0001,0.04,rain,1020.81,Clear throughout the day.,5,10,305,7.57,Cp Beauregard
0101000020E610000073D712F241F75BC0022B8716D99E4140,14.2,"My wife and I with our three month old baby girl in the back seat were traviling N.E. on Highway 40/Route 66 through the mountains near Flagstaff, AZ.  This was right in the middle of a snowstorm.  I stopped to read the map and reasure our directions.  While looking at the map, I turned the rear view mirror light on to help see the map.  in the mirror I caught sight of a huge manlike figure running up behind the vehicle, I turned to get a better look and my wife turned too.  She screamed (Oh My God)!  It was clear to see a huge hairy (black & brown) furry being. It was very tall, large head and long arms, running on two feet toward our vehicle.  No other vehicles or tracks in the snow.  Large pine trees bordered the highway.","Mountains, North West of Flagstaff, AZ.",Coconino County,Arizona,Report 24405: Man tells of his scary encounter while traveling Route 66 in a snow storm,35.241,-111.8634,1973-12-20,24405,Class A,9w22qrrt9y,47.88,31.04,3611,12.52,0.51,0.09,0.88,0,0,,1028.53,"Partly cloudy starting in the afternoon, continuing until evening.",3,9.85,45,3.42,Cp Navajo
0101000020E61000008C4AEA0434AD5EC0EF38454772E14740,56.14,"My Marine buddy and I were on a hiking/camping trip. The area is very wooded, and very remote. We were walking for about 4 hours down a game trail when we heard strange grunting sounds, almost like a buck (deer) during mating season. Being an avid hunter though, I knew it wasn't a deer. We walked quietly towards the sound, hoping to find perhaps a bear or something. We were both armed with military type rifles, so we were not fearful of our safety. Moving another 100 meters or so, the sound became louder and more frequent. The sound was now accompanied by the crashing of rocks. As we rounded a bend in the trail, just SE of us I spotted what appeared to be a huge black bear standing upright. It didn't see us, and it was only about 80 meters away, but the woods still masked it. We moved even closer, and now it appeard as if there were more than one. As we got close enough to make the creature, it was nothing either of us as seen before. It was about 6'5 or more, it had a huge upper body and it appeared to be lacking a neck. This was NOT a bear. My buddy and I looked towards each other, remaining silent and using hand signals. We moved away, we were both scared to death! Don't ask me why, we were armed to the teeth but we just didn't know what we had just seen. We moved back to the safety of the bend we just rounded and began talking about the possibilities. We both concluded it was a bigfoot we just ran into. Now confident we were able to defend ourselves (we talked about old stories of them being hostile.. I knew nothing about them), we moved back to investigate. Actually, we planned on confirming this was not human or a common animal, then we were going to terminate it. Yes, we though we would be famous.. As we moved back towards the last known location, we were unable to find the creatures. We found evidence of their being there, two rocks that weighed at least 200lbs were sitting one on to of the other (fresh marks on them as if one was dropped on the other from several feet) and broken branches. We didn't find any foot prints, but there was a lingering odor...like animal dung but more powerful. We got the heck out of Dodge and told no one, until now. We looked in the base library and discovered that there were laws on the books protecting these creatures in many states. I am glad we didn't run into it (them) again. I don't really know what it was trying to do. It was moving things around in the immediate area, but it didn't seem to have a purpose for doing so, unless it was marking its territory like other animals.",N. of Naval Submarine Base Bangor.,Kitsap County,Washington,Report 1393: Sighting by two hikers,47.7613,-122.7063,1988-06-25,1393,Class A,c22xxwxvxz,70.63,63.385,2095,50.79,0.65,0.69,0.36,0,0,,1014.14,Mostly cloudy throughout the day.,5,9.41,192,7.04,Naval Base Kitsap-Bremerton
0101000020E61000005F419AB1684254C0C7EF6DFAB3974440,66.4,"Very early in the morning, 2:30am-3:30am, I was driving home and witnessed a large figure.  The large figure was standing behind the fence of The Ravenna Ammunition base.  I sighted this figure from my car.  As I turned from Rt 5 to Newton Falls Road, my headlights swept across the fence line, my eyes caught the figure.  The figure was slightly taller than the fence and broad bodied.  As I finished my turn I stopped, attempted to see the figure again without luck.",Fence line near Rt 5 & Newton Falls Rd intersection,Portage County,Ohio,Report 40040: Man recalls possible sighting while driving at night next to the Ravenna Arsenal,41.18518,-81.03764,1986-07-15,40040,Class B,dpq67cw1n4,79.61,73.005,623,57.37,0.71,0.24,0.28,0,0,,1020.57,Partly cloudy starting in the afternoon.,9,9.7,95,1.41,Cp Ravenna Joint Military Training Center
