"","county","state","season","title","latitude","longitude","date","number","classification","temperature_high","temperature_mid","temperature_low","dew_point","humidity","cloud_cover","moon_phase","precip_intensity","precip_probability","precip_type","pressure","summary","conditions","uv_index","visibility","wind_bearing","wind_speed"
"194","Riverside County","California","Spring","Report 24936: Sighting off Indian Road behind isolated (at the time) Desert Hot Springs Condo complex",33.95002,-116.5333,"12/1/2008",24936,"Class A",80.4,66.6,56,37.4,35.7,1.1,0.14,0,0,"",1018.5,"Clear conditions throughout the day.","Clear",NA,9.8,327.8,8
"195","San Bernardino County","California","Summer","Report 24456: Native American experiences a close encounter from her backyard outside the San Bernadino National Forest",34.04165,-117.0416,"8/21/2008",24456,"Class B",90.2,74.2,60.2,56.5,57.5,0,0.68,0,0,"",1009,"Clear conditions throughout the day.","Clear",NA,9.5,293,13.9
"196","San Bernardino County","California","Summer","Report 56754: Sighting in Deep Creek Wilderness, near Lake Arrrowhead",34.33843,-117.1776,"7/1/2009",56754,"Class B",91.4,77.1,65,51,42,31.4,0.31,0,0,"",1009.4,"Becoming cloudy in the afternoon.","Partially cloudy",NA,9.9,277.8,12.7
"197","San Bernardino County","California","Summer","Report 26386: Mother and daughter describe possible howls close to their home near Big Bear City",34.2556,-116.7944,"8/10/2009",26386,"Class B",99,83.7,67.3,47.2,30.6,1.3,0.67,0,0,"",1013,"Clear conditions throughout the day.","Clear",NA,9.1,23.4,12.8
"198","San Bernardino County","California","Summer","Report 46330: Daylight sighting by fisherman at Silverwood Lake near Hesperia",34.28665,-117.3395,"8/20/2014",46330,"Class A",82.6,71.4,63.5,58.5,66,52.4,0.84,0.077,100,"['rain']",1011.7,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",NA,9.6,238.3,10.1
"199","Calaveras County","California","Fall","Report 629: Hunter locates large footprints near Railroad Flats",38.30056,-120.7053,"9/1/1968",629,"Class B",73,58.7,44.1,36,45.9,5.4,0.64,0,0,"",1015.4,"Clear conditions throughout the day.","Clear",NA,9.9,167.7,13.3
"200","Amador County","California","Fall","Report 28432: Motorists have sighting along Highway 88 north of Clements",38.25,-121,"10/25/2010",28432,"Class A",62.7,55.2,47.3,46,73,21.3,0.6,0.023,100,"['rain']",1018.1,"Partly cloudy throughout the day with early morning rain.","Rain, Partially cloudy",NA,8.8,294.6,10.5
"201","Alameda County","California","Spring","Report 62497: Night time sighting by two witnesses four miles south of Livermore",37.62124,-121.7587,"5/15/1990",62497,"Class A",70.5,59.3,50.8,44,58,16.2,0.7,0,0,"",1016.1,"Clear conditions throughout the day.","Clear",NA,12.8,278.3,15.5
"202","Alpine County","California","Fall","Report 5104: Hunters are intimidated out of their hunting ground near Bear Valley",38.46472,-120.0389,"10/31/1982",5104,"Class B",53,44.7,34.1,38.2,80.6,23.1,0.48,NA,0,"",NA,"Becoming cloudy in the afternoon.","Partially cloudy",NA,29.8,333.2,8.1
"203","Alpine County","California","Summer","Report 7336: Runner Hears Unusual Whistle Near Woodsford",38.77778,-119.8208,"7/1/1983",7336,"Class B",74,60.7,50.8,34.7,39.4,95.8,0.71,0,0,"",1009.7,"Cloudy skies throughout the day.","Overcast",NA,22.4,193,27.7
"204","Alpine County","California","Fall","Report 8463: Fisherman hears afternoon scream at Lake Alpine",38.4775,-120.0047,"11/1/2001",8463,"Class B",56.9,37.1,23.1,27.6,73.2,17.9,0.52,0,0,"",1020.2,"Clear conditions throughout the day.","Clear",NA,9,183.3,5.8
"205","Alpine County","California","Summer","Report 5791: Campers hear late night scream near Woodfords",38.77778,-119.8208,"8/1/2002",5791,"Class B",82.6,64.8,46,32.1,32.6,33.8,0.75,0.014,100,"['rain']",1017,"Partly cloudy throughout the day with late afternoon rain.","Rain, Partially cloudy",NA,9.9,175.9,15.3
"206","Alpine County","California","Fall","Report 9898: Family finds trackway near Bear Valley",38.45799,-120.0491,"11/23/2004",9898,"Class B",47,30.8,19.1,19.3,66.7,0,0.39,0,0,"",1020.9,"Clear conditions throughout the day.","Clear",NA,9.7,192.9,4.7
"207","Alpine County","California","Fall","Report 12818: Hiker leaves main trail and finds two sets of footprints",38.6167,-119.9501,"10/15/2005",12818,"Class B",51.2,46.1,41.1,29.4,53.2,30,0.44,0,0,"",1010.1,"Partly cloudy throughout the day.","Partially cloudy",NA,9.9,188.8,33.3
"208","Alpine County","California","Fall","Report 39181: Deer hunter has sighting in Sierra Nevada Mtns south of Markleeville",38.51665,-119.6234,"9/23/2012",39181,"Class A",72.6,57.8,36.5,32,41.8,2,0.27,0,0,"",1015.3,"Clear conditions throughout the day.","Clear",NA,9.7,222.6,15.9
"209","Butte County","California","Fall","Report 26850: Forestry Worker Observes a Sasquatch in Clear-Cut Near Feather River",39.705,-121.18,"9/30/1993",26850,"Class A",83.7,73.3,63.2,40.3,30.7,3.8,0.5,0,0,"",1015.3,"Clear conditions throughout the day.","Clear",NA,11,305,6.5
"210","Butte County","California","Summer","Report 4917: Campers hear late night ""banging"" near Oroville",39.64306,-121.2733,"9/7/2002",4917,"Class B",72.5,61.7,49.9,40.5,48.2,0,0.02,0,0,"",1013.1,"Clear conditions throughout the day.","Clear",NA,9.9,189.8,8.3
"211","Butte County","California","Summer","Report 8896: At dusk, swimmers hear vocalizations and whistles near Lake Oroville",39.53722,-121.4822,"6/21/2004",8896,"Class B",91,76.8,62.4,55.1,49.2,0.6,0.13,0,0,"",1010.3,"Clear conditions throughout the day.","Clear",NA,7.1,155.3,12
"212","Butte County","California","Summer","Report 9368: Photographer hears early morning vocalizations near Lake Oroville",39.55249,-121.5027,"9/21/2004",9368,"Class B",82,66.6,51.7,38.4,38.6,0,0.25,0,0,"",1020.1,"Clear conditions throughout the day.","Clear",NA,9.9,320.3,13.6
"213","Calaveras County","California","Summer","Report 4366: Hikers have late night experience near Spicer",38.45861,-120.0397,"7/1/1977",4366,"Class B",78.2,68,51.2,47.2,50.3,66.9,0.52,NA,0,"",NA,"Partly cloudy throughout the day.","Partially cloudy",NA,40.5,205.7,18.3
"214","Calaveras County","California","Winter","Report 5477: Teenager has a nighttime close encounter and then sees tracks in the snow in Avery",38.20444,-120.3689,"12/16/1978",5477,"Class B",0,NA,0,NA,NA,NA,0.58,NA,NA,"",NA,"","",NA,NA,NA,NA
"215","Calaveras County","California","Summer","Report 431: Sound and Footprint Reports from Stanislaus National Forest",38.14167,-119.7111,"6/15/1981",431,"Class B",0,NA,0,NA,NA,NA,0.44,NA,NA,"",NA,"","",NA,NA,NA,NA
"216","Calaveras County","California","Fall","Report 6160: Group of hunters have unusual experience near Dorrington",38.31944,-120.2603,"8/1/1990",6160,"Class B",80.9,73.1,50.1,43.1,35.4,13.8,0.34,NA,0,"",NA,"Clear conditions throughout the day.","Clear",NA,49.7,341.9,12.8
"217","Calaveras County","California","Summer","Report 3021: Campers hear early morning screams near Calaveras Big Trees",38.27194,-120.2867,"8/18/2001",3021,"Class B",83.9,71.7,48.8,27.9,21.5,8.8,0,0,0,"",1018,"Clear conditions throughout the day.","Clear",NA,9.9,206.2,16.1
"218","Calaveras County","California","Summer","Report 8226: Campers hear late night screams near Arnold",38.25472,-120.3536,"8/7/2003",8226,"Class B",73.1,55.8,35.9,37.4,57.5,0,0.34,0,0,"",1017.9,"Clear conditions throughout the day.","Clear",NA,9.9,212,13.9
"219","Calaveras County","California","Summer","Report 9051: Family hears strange sounds near West Point at dusk",38.39917,-120.5264,"7/24/2004",9051,"Class B",86.4,67.1,47,48.7,57,3.9,0.25,0,0,"",1017.6,"Clear conditions throughout the day.","Clear",NA,9.9,192.3,17.2
"220","Del Norte County","California","Fall","Report 5260: Family sees prints near Crescent City",41.75611,-124.2006,"9/1/1975",5260,"Class B",61.2,54.4,43.2,49.8,85.2,0,0.87,0,0,"",1017.3,"Clear conditions throughout the day.","Clear",NA,31.9,328.5,26.4
"221","Del Norte County","California","Winter","Report 12917: Vehicle passenger's daylight sighting near Hiouchi",41.65,-123.85,"10/25/1979",12917,"Class A",64.3,57.9,52.1,53,84.2,43.4,0.17,3.327,100,"['rain']",1010.1,"Clearing in the afternoon with rain clearing later.","Rain, Partially cloudy",NA,11.3,157.1,17.3
"222","Del Norte County","California","Fall","Report 62496: Possible whistles and stalking outside Gasquet and Patrick Creek",41.85526,-123.8435,"9/15/1997",62496,"Class B",57.3,57.3,57.3,55.5,93.7,90,0.47,0.039,100,"['rain']",1021,"Partly cloudy throughout the day with late afternoon rain.","Rain, Partially cloudy",NA,14.9,360,3.4
"223","Del Norte County","California","Spring","Report 1578: Screams heard several times over a period of four days.",41.8607,-123.793,"6/16/1998",1578,"Class B",57.3,57.3,57.3,45.9,65.7,0,0.74,0,0,"",1017.6,"Clear conditions throughout the day.","Clear",NA,16.6,310,28.9
"224","Del Norte County","California","Fall","Report 24929: Husband and wife have a possible encounter in a KOA campground north of Crescent City",41.84998,-124.1417,"1/28/2009",24929,"Class B",50.3,46.7,44,43,87.5,55.6,0.09,0.17,100,"['rain']",1035.1,"Partly cloudy throughout the day with rain clearing later.","Rain, Partially cloudy",NA,6.7,333.7,14.3
"225","Del Norte County","California","Winter","Report 63033: 1AM sighting of a Bigfoot on Hwy 199 near Patrick Creek",41.89288,-123.7879,"3/15/2019",63033,"Class A",55.3,46.6,38,41.1,82.2,1.8,0.32,0,0,"",1025.5,"Clear conditions throughout the day.","Clear",8,9.4,339.8,8.6
"226","El Dorado County","California","Winter","Report 6746: Man has sighting after massive landslide on Highway 50",38.93333,-119.9833,"1/1/1983",6746,"Class A",42.1,27.9,8.6,19.3,71.1,11.5,0.58,0,0,"",1030.3,"Clear conditions throughout the day.","Clear",NA,19.6,22.2,9.1
"227","El Dorado County","California","Spring","Report 1055: Two hikers have morning sighting in the Desolation Wilderness",38.86,-120.1358,"4/1/1993",1055,"Class A",39.9,36.4,31.1,25.7,65.4,59.9,0.33,0.132,100,"['rain']",1014.2,"Clearing in the afternoon with afternoon rain.","Rain, Partially cloudy",NA,30.2,216.4,20.2
"228","El Dorado County","California","Spring","Report 919: Car passenger has nighttime sighting near Lake Tahoe",38.93333,-119.9833,"4/10/1996",919,"Class A",52.1,42.3,27.9,29.4,61.9,45,0.75,0,0,"",1014.6,"Partly cloudy throughout the day.","Partially cloudy",NA,22.1,237.8,17.2
"229","El Dorado County","California","Summer","Report 147: Sound reports from resident in South Lake Tahoe",38.93333,-119.9833,"6/15/2000",147,"Class A",88.7,78.4,65.9,41.9,27.5,0,0.46,0,0,"",1011.4,"Clear conditions throughout the day.","Clear",NA,9.9,20.5,15.5
"230","El Dorado County","California","Summer","Report 913: Hikers see creature in Desolation Wilderness",38.93,-120.205,"7/1/2000",913,"Class A",75,62.3,43.8,33.9,36.3,1.2,0,0,0,"",1011.2,"Clear conditions throughout the day.","Clear",NA,11.2,218.1,16.1
"231","El Dorado County","California","Summer","Report 6130: Hikers hear strange screams in the Desolation Wilderness",38.99778,-120.2392,"7/10/2000",6130,"Class B",78.1,66.8,49.6,42.4,42.2,8.5,0.3,0,0,"",1011.3,"Clear conditions throughout the day.","Clear",NA,10.4,267.1,11.4
"232","El Dorado County","California","Summer","Report 3822: Campers hear nighttime vocalizations at Sugar Pine Campground on the west side of Lake Tahoe",38.9575,-120.0914,"7/31/2000",3822,"Class B",95.7,78.1,57.7,40.5,27.5,19.8,0.02,0,0,"",1011.8,"Clear conditions throughout the day.","Clear",NA,12.8,265.4,13.6
"233","El Dorado County","California","Fall","Report 353: Night sighting by two motorists near Lake Tahoe",38.9575,-120.0914,"9/23/2000",353,"Class A",62.7,51.6,39.9,30.6,49.4,18.8,0.86,0.006,100,"['rain']",1014.6,"Clear conditions throughout the day with early morning rain.","Rain",NA,9.9,30.8,8.6
"234","El Dorado County","California","Summer","Report 3794: Campers hear more nighttime vocalizations at Sugar Pine Campground, on the west side of Lake Tahoe",38.9575,-120.0914,"8/1/2001",3794,"Class B",79.3,60.4,37.1,39.8,51.8,13.3,0.41,0,0,"",1019.2,"Clear conditions throughout the day.","Clear",NA,9.9,202.8,13.8
"235","El Dorado County","California","Fall","Report 11948: Quad riders find fresh footprints, encounter overwhelming stench near Stumpy Meadows",38.91185,-120.5764,"9/7/2002",11948,"Class B",58.6,47.9,36.9,28.7,49.5,6.9,0.02,0,0,"",1013.1,"Clear conditions throughout the day.","Clear",NA,9.9,193.1,10.8
"236","El Dorado County","California","Summer","Report 6639: Couple have night sighting near Lake Tahoe",38.85556,-120.0133,"7/20/2003",6639,"Class A",83.1,68.5,56.2,28.4,23.2,9.7,0.73,0,0,"",1019.9,"Clear conditions throughout the day.","Clear",NA,9.9,154.3,14.9
"237","El Dorado County","California","Summer","Report 6868: Campers hear late night screams near Pollack Pines",38.76139,-120.5856,"8/17/2003",6868,"Class B",81.2,67.6,54.5,35,31.6,0,0.68,0,0,"",1016.2,"Clear conditions throughout the day.","Clear",NA,9.9,162.5,9.6
"238","El Dorado County","California","Fall","Report 8595: Man has early morning sighting near Sly Park",38.72139,-120.5836,"9/1/2003",8595,"Class A",77.2,63.8,50.9,41.1,45.1,8.3,0.18,0,0,"",1015.1,"Clear conditions throughout the day.","Clear",NA,9.9,148,8.2
"239","El Dorado County","California","Summer","Report 8650: Brothers hear unusual, late-night vocalizations near Sly Park",38.71806,-120.5619,"5/10/2004",8650,"Class B",48.7,42,33,30.3,63.9,73.7,0.71,0.122,100,"['rain', 'snow']",1010.5,"Partly cloudy throughout the day with rain or snow.","Snow, Rain, Partially cloudy",NA,8.9,203.6,18.2
"240","El Dorado County","California","Winter","Report 11656: Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir",38.90333,-120.6033,"11/1/2004",11656,"Class A",54.2,40.1,29,16.9,40,1.1,0.65,0,0,"",1027.6,"Clear conditions throughout the day.","Clear",NA,9.9,90.8,9.1
"241","El Dorado County","California","Spring","Report 11837: Man sees and photographs large print on shore of Lake Tahoe",38.96,-120.0969,"5/5/2005",11837,"Class B",47,41.9,38.3,36.3,80.8,99.1,0.91,0.096,100,"['rain']",1009,"Cloudy skies throughout the day with a chance of rain or snow throughout the day.","Rain, Overcast",NA,9.3,188.3,14.8
"242","El Dorado County","California","Summer","Report 15821: Backpacker's moonlit encounter near the trail from Wright's Lake to Enchanted Pools",38.86165,-120.2201,"8/20/2005",15821,"Class A",78.4,62.4,45.6,44.1,55.3,2.2,0.53,0,0,"",1018.3,"Clear conditions throughout the day.","Clear",NA,9.9,207.9,8.8
"243","El Dorado County","California","Summer","Report 12518: Fisherman has an evening encounter with two upright figures near Stumpy Meadows Lake",38.9037,-120.6049,"8/23/2005",12518,"Class B",81.2,69.4,58.3,37.9,33,0,0.63,0,0,"",1009.7,"Clear conditions throughout the day.","Clear",NA,13.5,193.6,10.3
"244","El Dorado County","California","Summer","Report 15344: Possible vocalizations heard near Lake Tahoe",39.0833,-120.1666,"11/1/2006",15344,"Class B",52.9,40.9,30.3,16.1,38.7,59.2,0.37,0,0,"",1019.1,"Partly cloudy throughout the day.","Partially cloudy",NA,9.9,180.2,13.7
"245","El Dorado County","California","Summer","Report 21165: Possible brief daylight sighting by a U.S. Forest Service botonist outside Phillips",38.80435,-120.0825,"8/27/2007",21165,"Class B",80.3,64.7,47.9,43.6,49.5,0.9,0.48,0,0,"",1013.7,"Clear conditions throughout the day.","Clear",NA,9.9,203.3,15.3
"246","El Dorado County","California","Summer","Report 26258: Nightime sighting by a couple along a main highway between South Lake Tahoe and Placerville",38.79998,-120.2083,"7/15/2009",26258,"Class A",85.8,68.7,49.9,40.6,40.4,2.3,0.75,0,0,"",1019,"Clear conditions throughout the day.","Clear",NA,9.9,169.7,11.2
"247","El Dorado County","California","Summer","Report 47165: Two campers take photos of what they see in the trees in the El Dorado National Forest",38.77386,-120.4036,"7/15/2014",47165,"Class B",86.2,75.7,65.5,43.5,32.4,9.1,0.61,0,0,"",1014.5,"Clear conditions throughout the day.","Clear",NA,9.9,172.4,9.2
"248","El Dorado County","California","Fall","Report 75096: Possible sighting and tree shaking on S. Fork American River 30 miles NE of Sacramento",38.80643,-120.9699,"10/26/2022",75096,"Class B",63.7,54.1,46.9,30.9,42.3,0,0.05,0,0,"",1017.6,"Clear conditions throughout the day.","Clear",7,9.8,3.6,9.5
"249","Fresno County","California","Summer","Report 4929: Teenager hears unusual daytime vocalization near Courtright Reservoir",37.07944,-118.9689,"8/1/1981",4929,"Class B",97.1,78.9,57.2,34.1,23.1,0,0.05,0,0,"",1013.6,"Clear conditions throughout the day.","Clear",NA,31.9,274.1,13.9
"250","Fresno County","California","Summer","Report 3605: Three teenagers hear vocalizations at dusk, while fishing in Doris Lake in John Muir Wilderness",37.33694,-119.0139,"8/1/1984",3605,"Class B",92.9,73.5,57.8,44.2,32.7,29.8,0.15,0,0,"",1010.8,"Partly cloudy throughout the day.","Partially cloudy",NA,39.8,231.5,11.8
"251","Fresno County","California","Summer","Report 11897: Three young adults encounter large aggressive biped while fishing the San Joaquin River",36.7818,-120.201,"6/28/1991",11897,"Class A",74.7,69.4,64.3,54.7,60.1,84.1,0.56,0,0,"",1010.1,"Partly cloudy throughout the day.","Partially cloudy",NA,16.2,214.7,12.7
"252","Fresno County","California","Fall","Report 1068: Two fisherman have daytime sighting above Huntington Lake",37.35861,-118.9975,"10/29/1995",1068,"Class A",69.2,55.5,46.1,32.3,42.6,72.7,0.2,0,0,"",1010.6,"Partly cloudy throughout the day.","Partially cloudy",NA,9.9,59.5,12
"253","Fresno County","California","Winter","Report 865: Two 4-wheelers have night sighting above Huntington Lake",37.23389,-119.2119,"12/18/1997",865,"Class A",47,40.3,29.7,33.2,76.4,74.2,0.65,0,0,"",1014.9,"Partly cloudy throughout the day.","Partially cloudy",NA,7,34.2,11.2
"254","Fresno County","California","Summer","Report 8868: Campers hear strange late night sounds near Florence Lake",37.2725,-118.9656,"7/1/1998",8868,"Class B",97.1,76.8,48.8,35.7,25.9,0,0.25,0,0,"",1008.4,"Clear conditions throughout the day.","Clear",NA,9.9,218.3,13.9
"255","Fresno County","California","Fall","Report 1496: Cousins have late night experience with strange screams near Huntington Lake",37.23667,-119.2386,"10/20/1999",1496,"Class B",83.9,62.7,45.2,39.8,45.5,18.2,0.37,0,0,"",1020.5,"Clear conditions throughout the day.","Clear",NA,5,338.7,6.5
"256","Fresno County","California","Fall","Report 5418: Hikers find footprints and hair near Huntington Lake",37.23167,-119.235,"9/22/2001",5418,"Class B",92.7,74.9,55.8,41.6,34.5,25.5,0.18,0,0,"",1012.3,"Partly cloudy throughout the day.","Partially cloudy",NA,9.8,214.9,10.2
"257","Fresno County","California","Fall","Report 9296: Hunter has daytime sighting near Huntington Lake",37.23389,-119.2119,"10/25/2001",9296,"Class A",78.7,59.8,44.1,33,40.6,13.9,0.29,0,0,"",1018.4,"Clear conditions throughout the day.","Clear",NA,7.9,9.7,7.1
"258","Fresno County","California","Summer","Report 12165: Camper hears nightime vocalizations near Florence Lake.",37.2804,-118.9614,"7/24/2005",12165,"Class B",98,85.8,69.2,54.1,35.4,10,0.61,0,0,"",1011.3,"Clear conditions throughout the day.","Clear",NA,9.9,157.5,24.2
"259","Fresno County","California","Summer","Report 17458: Hikers describe possible stalking and vocalizations the John Muir Wilderness",37.1303,-118.9386,"7/14/2006",17458,"Class B",101.9,82.6,59.2,36.7,24.4,1.7,0.63,0,0,"",1012.5,"Clear conditions throughout the day.","Clear",NA,9.4,211.4,14.8
"260","Fresno County","California","Fall","Report 18325: Possible sighting and howls heard by deer hunters in John Muir Wilderness.",37.28675,-118.8741,"10/26/2006",18325,"Class B",69.2,47.4,29,4.4,19.9,0,0.16,0,0,"",1026.4,"Clear conditions throughout the day.","Clear",NA,9.9,319.2,15
"261","Fresno County","California","Summer","Report 48429: Travelers have a nighttime sighting of two hairy bipeds on Hwy. 180 near Grant Grove",36.77763,-118.9604,"5/16/2015",48429,"Class A",76.9,64.4,51.3,43.7,50,16.3,0.95,0,0,"",1013.9,"Clear conditions throughout the day.","Clear",NA,9.9,309.5,7.7
"262","Humboldt County","California","Summer","Report 528: Three children have daytime sighting near Eureka",40.80222,-124.1625,"6/1/1957",528,"Class A",76.9,64.4,51.3,43.7,50,16.3,0.95,0,0,"",1013.9,"Clear conditions throughout the day.","Clear",NA,9.9,309.5,7.7
"263","Humboldt County","California","Spring","Report 5232: Hunters have unusual late night experience near Willow Creek",40.94083,-123.6283,"4/1/1961",5232,"Class B",76.9,64.4,51.3,43.7,50,16.3,0.95,0,0,"",1013.9,"Clear conditions throughout the day.","Clear",NA,9.9,309.5,7.7
"264","Humboldt County","California","Summer","Report 6961: Teen has daytime sighting near Myers Flat",40.26639,-123.8692,"8/1/1963",6961,"Class A",76.9,64.4,51.3,43.7,50,16.3,0.95,0,0,"",1013.9,"Clear conditions throughout the day.","Clear",NA,9.9,309.5,7.7
"265","Humboldt County","California","Summer","Report 6963: Teens have unusual experience near Myers Flat",40.26639,-123.8692,"7/1/1965",6963,"Class A",76.9,64.4,51.3,43.7,50,16.3,0.95,0,0,"",1013.9,"Clear conditions throughout the day.","Clear",NA,9.9,309.5,7.7
"266","Humboldt County","California","Fall","Report 2935: Father and son see large footprints outside Orick",41.30056,-124.0644,"9/1/1969",2935,"Class B",76.9,64.4,51.3,43.7,50,16.3,0.95,0,0,"",1013.9,"Clear conditions throughout the day.","Clear",NA,9.9,309.5,7.7
"267","Humboldt County","California","Fall","Report 11576: Woman has close up night sighting in car lights on Highway 299",40.85,-123.55,"10/15/1988",11576,"Class A",64.1,52.8,43.1,50.1,91.4,43.5,0.17,0,0,"",1024,"Partly cloudy throughout the day.","Partially cloudy",NA,6.9,342.1,11.6
"268","Humboldt County","California","Summer","Report 9283: Early morning sighting by motorist along the Eel River",40.465,-124,"7/12/1992",9283,"Class A",62,58.2,56,54.4,87.3,93.2,0.43,0,0,"",1012.6,"Cloudy skies throughout the day.","Overcast",NA,5.5,293.2,11.6
"269","Humboldt County","California","Spring","Report 11519: Plinkers find pushed-over trees blocking a road and smell foul smell near Horse Mountain",40.85,-123.7,"3/1/1994",11519,"Class B",60.2,52.1,45,50.2,92.4,93.1,0.63,0.748,100,"['rain']",1022.8,"Cloudy skies throughout the day with early morning rain.","Rain, Overcast",NA,9.5,179.5,11.6
"270","Humboldt County","California","Fall","Report 4043: Forest Service employees see footprints in Six Rivers National Forest",41.37861,-123.7481,"11/1/2001",4043,"Class B",58.3,54.8,50.9,51.6,89.2,81.2,0.52,0,0,"",1018.4,"Partly cloudy throughout the day.","Partially cloudy",NA,7.8,176.8,10.3
"271","Humboldt County","California","Summer","Report 8234: Couple see large prints near Orick",41.28694,-124.0586,"6/28/2003",8234,"Class B",70.7,59.5,51.4,54.8,85.8,25.3,0.97,0,0,"",1011,"Partly cloudy throughout the day.","Partially cloudy",NA,8.4,251.1,11.4
"272","Humboldt County","California","Fall","Report 7452: Campers Hear Unusual Evening Sounds",41.23528,-123.6581,"11/16/2003",7452,"Class B",53.7,51.7,50.1,49.7,92.8,100,0.75,0.335,100,"['rain']",1017.9,"Cloudy skies throughout the day with a chance of rain throughout the day.","Rain, Overcast",NA,6.8,153,12.8
"273","Humboldt County","California","Summer","Report 13362: Possible vocalizations near Bluff Creek",41.25,-123.6667,"7/2/2005",13362,"Class B",60.7,55.4,49.5,51.2,86.4,51.4,0.87,0,0,"",1016.9,"Partly cloudy throughout the day.","Partially cloudy",NA,7.9,310.2,18.3
"274","Humboldt County","California","Summer","Report 369: Possible vocalizations heard by backcountry hikers in Redwoods National Park",41.16,-123.9,"5/31/2006",369,"Class B",62.4,55.2,46.6,52.2,89.7,47,0.15,0.187,100,"['rain']",1018.4,"Becoming cloudy in the afternoon with rain.","Rain, Partially cloudy",NA,8.7,203.3,9.4
"275","Humboldt County","California","Summer","Report 15652: Possible vocalizations heard in Humboldt State Redwoods",40.3,-124.2,"8/23/2006",15652,"Class B",68,56.2,53,51.5,84.9,55.8,0,0,0,"",1020.4,"Clearing in the afternoon.","Partially cloudy",NA,9.2,286.4,13.9
"276","Humboldt County","California","Fall","Report 16342: Possible sighting by motorist beside Highway 101 between Orick and Trinidad",41.21385,-124.0687,"10/21/2006",16342,"Class A",76.3,54.5,42.1,44.4,73.5,0,0,0,0,"",1012.6,"Clear conditions throughout the day.","Clear",NA,6.5,279.7,6.9
"277","Humboldt County","California","Summer","Report 23811: Campers hear multiple, pre-dawn vocalizations in Humboldt Redwoods State Park",40.35259,-124.0101,"8/11/2007",23811,"Class B",60.2,56.1,50.1,51.6,84.9,70.4,0.96,0,0,"",1016.5,"Partly cloudy throughout the day.","Partially cloudy",NA,9.4,317.8,8.1
"278","Humboldt County","California","Winter","Report 74293: Four witnesses in a vehicle see a probable sasquatch 1 mile north of Trinidad",41.0773,-124.1461,"2/20/2013",74293,"Class B",49.9,40,29.1,35.4,84.7,40.9,0.34,0.022,100,"['rain', 'snow']",1020,"Becoming cloudy in the afternoon with rain or snow.","Snow, Rain, Partially cloudy",NA,9.5,347.2,15.1
"279","Humboldt County","California","Fall","Report 63645: Mattole River Watershed (Lost Coast region) resident reporting loud knocks and vocalizations.",40.01142,-123.9122,"11/2/2019",63645,"Class B",69.8,52.7,44.6,40.3,65.5,4.6,0.18,0,0,"",NA,"Clear conditions throughout the day.","Clear",6,9.9,149.3,13.2
"280","Humboldt County","California","Winter","Report 67556: Possible night sighting by motorist on Hwy 101 six miles south of Garberville",40.03527,-123.7876,"1/23/2021",67556,"Class B",50,44.1,36.5,40.1,86.8,44.5,0.34,0,0,"",NA,"Becoming cloudy in the afternoon.","Partially cloudy",2,9.6,321.1,16.1
"281","Humboldt County","California","Spring","Report 69315: Possible ""Ohio howls"" heard on Hoopa Indian Reservation",41.0312,-123.669,"6/6/2021",69315,"Class B",60.3,53.1,45.9,45.9,77.7,29.6,0.88,0,0,"",1017.7,"Clearing in the afternoon.","Partially cloudy",9,9.4,328.4,19.5
"282","Humboldt County","California","Winter","Report 72111: Possible sasquatch vocals heard by hikers in Humboldt Redwoods State Park",40.44307,-123.9863,"1/16/2022",72111,"Class B",58.6,43.8,37.3,41.1,91,21.2,0.46,0,0,"",1019.9,"Becoming cloudy in the afternoon.","Partially cloudy",5,7,138.2,12.2
